DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY			SEQUENCE	CHANGE
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	3p24.3	3	18422242	NR	"SATB1, TBC1D5"			"ENSG00000182568, ENSG00000131374"			rs141634179-C	rs141634179	0	141634179	intron_variant	0	0.0235	6E-6	5.221848749616356	(EA)	0.1019	[0.058-0.146] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	3q22.3	3	138949667	NR	FOXL2NB			ENSG00000206262			rs142253798-T	rs142253798	0	142253798	non_coding_transcript_exon_variant	0	0.0175	8E-6	5.096910013008056	(EA)	0.1218	[0.068-0.175] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	5p11	5	46394269	NR	HCN1 - EMB	ENSG00000164588	ENSG00000170571		697771	4001923	rs142427110-A	rs142427110	0	142427110	intergenic_variant	1	0.1376	1E-12	12	(EA)	0.069	[0.05-0.088] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	21q22.3	21	43733825	NR	PDXK			ENSG00000160209			rs142471995-T	rs142471995	0	142471995	intron_variant	0	0.0096	2E-6	5.698970004336019	(EA)	0.2003	[0.12-0.28] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	10p11.1	10	38105004	NR	"ZNF37A, PLD5P1"			"ENSG00000075407, ENSG00000283930"			rs143072280-TTTTC	rs143072280	0	143072280	intron_variant	0	0.3518	9E-7	6.045757490560675	(EA)	0.0342	[0.02-0.048] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	2p23.3	2	25886882	NR	ASXL2 - NDUFB4P4	ENSG00000143970	ENSG00000217718		8395	82	rs144079028-T	rs144079028	1	70950129	intergenic_variant	1	0.7152	9E-6	5.045757490560675	(EA)	0.0312	[0.017-0.045] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	10q26.13	10	121589810	FGFR2	FGFR2			ENSG00000066468			rs45631563-A	rs45631563	0	45631563	intron_variant	0	0.95	7E-37	36.15490195998574	(EA)	1.2345679	[1.18-1.28] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	2q35	2	217098337	IGFBP5	DIRC3-AS1			ENSG00000233143			rs34005590-C	rs34005590	0	34005590	intron_variant	0	0.95	3E-41	40.52287874528034	(EA)	1.2195122	[1.16-1.27] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	2q35	2	217056046	IGFBP5	DIRC3-AS1			ENSG00000233143			rs4442975-G	rs4442975	0	4442975	intron_variant	0	0.5	1E-95	95	(EA)	1.1235955	[1.11-1.15] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	12p11.22	12	28021884	intergenic	PTHLH - CCDC91	ENSG00000087494	ENSG00000123106		49151	111365	rs7297051-C	rs7297051	0	7297051	TF_binding_site_variant	1	0.76	3E-60	59.52287874528034		1.1235955	[1.1-1.15] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	10q21.2	10	62540131	ZNF365	LINC02929			ENSG00000285551			rs10995201-A	rs10995201	0	10995201	intron_variant	0	0.84	2E-51	50.69897000433602	(EA)	1.1111112	[1.09-1.14] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	4q34.1	4	174925275	ADAM29	ADAM29			ENSG00000168594			rs6828523-C	rs6828523	0	6828523	intron_variant	0	0.88	2E-25	24.69897000433602	(EA)	1.098901	[1.08-1.14] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	8p11.23	8	37000965	intergenic	KCNU1 - SMARCE1P4	ENSG00000215262	ENSG00000253650		64840	94185	rs13365225-A	rs13365225	0	13365225	intergenic_variant	1	0.82	1E-20	20	(EA)	1.098901	[1.08-1.12] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	9q31.2	9	108133073	intergenic	CHCHD4P2 - RPL36P14	ENSG00000237360	ENSG00000169253		35222	493760	rs676256-T	rs676256	0	676256	intergenic_variant	1	0.62	4E-53	52.39794000867204	(EA)	1.098901	[1.08-1.11] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	2q14.2	2	120487546	intergenic	LINC01101 - Y_RNA	ENSG00000280409	ENSG00000202522		21328	163727	rs4849887-C	rs4849887	0	4849887	intergenic_variant	1	0.9	7E-20	19.154901959985743	(EA)	1.098901	[1.06-1.14] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	14q24.1	14	68567965	RAD51B	RAD51B			ENSG00000182185			rs999737-C	rs999737	0	999737	intron_variant	0	0.77	7E-39	38.15490195998574	(EA)	1.098901	[1.08-1.12] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	12q22	12	95633983	NTN4	PGAM1P5			ENSG00000257150			rs17356907-A	rs17356907	0	17356907	intron_variant	0	0.7	1E-39	39	(EA)	1.098901	[1.08-1.11] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	3p21.31	3	46825376	intergenic	PRSS44P - PRSS42P	ENSG00000226074	ENSG00000178055		12890	4166	rs6796502-G	rs6796502	0	6796502	intergenic_variant	1	0.9	6E-15	14.221848749616356	(EA)	1.0869565	[1.05-1.12] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	12q24.21	12	115398717	TBX3	TBX3-AS1 - UBA52P7	ENSG00000257817	ENSG00000241656		630728	193887	rs1292011-A	rs1292011	0	1292011	regulatory_region_variant	1	0.58	4E-39	38.39794000867204		1.0869565	[1.06-1.11] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	18q12.3	18	44819625	SETBP1	SETBP1			ENSG00000152217			rs6507583-A	rs6507583	0	6507583	intron_variant	0	0.93	2E-12	11.698970004336019	(EA)	1.0869565	[1.04-1.12] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	5p15.33	5	1296141	TERT	TERT - MIR4457	ENSG00000164362	ENSG00000263670		1073	13169	rs3215401-A	rs3215401	0	3215401	intergenic_variant	1	0.69	1E-20	20	(EA)	1.0752687	[1.05-1.1] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
11/30/2017	29059683	Michailidou K	10/23/2017	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	"76,192 European ancestry cases, 63,082 European ancestry controls"	"46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls"	14q13.3	14	36663564	PAX9	PAX9			ENSG00000198807			rs2236007-G	rs2236007	0	2236007	intron_variant	0	0.79	4E-21	20.397940008672037	(EA)	1.0752687	[1.05-1.1] (Oncoarray)	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array				
6/24/2020	32424353	Zhang H	5/18/2020	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/32424353	Genome-wide association study identifies 32 novel breast cancer susceptibility loci from overall and subtype-specific analyses.	Invasive breast cancer	"106,278 European ancestry cases, 91,477 European ancestry controls"	NA	22q12.2	22	30196819	NR	HORMAD2 - LIF-AS1	ENSG00000176635	ENSG00000232530		19744	42375	rs16988381-?	rs16988381	0	16988381	intron_variant	1	NR	3E-9	8.522878745280337	(mixed effect)			Illumina [~ 9700000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST010099	Genome-wide genotyping array				
12/19/2017	29058716	Milne RL	10/23/2017	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29058716	Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.	Breast cancer	"14,135 European ancestry ER- cases, 58,126 European ancestry controls, 7,784 European ancestry  BRCA1 carrrier cases, 7,782 European ancestry BRCA1 carrrier controls"	"7,333 European ancestry ER- cases, 42,468 European ancestry controls, 1,630 European ancestry BRCA1 carrrier cases, 1,712 European ancestry BRCA1 carrrier controls"	16p13.3	16	4056787	ADCY9	ADCY9			ENSG00000162104			rs11076805-C	rs11076805	0	11076805	intron_variant	0	0.75	1E-8	8		1.0869565	[1.05-1.11] (BCAC)	Illumina [~ 11500000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST005077	Genome-wide genotyping array				
12/19/2017	29058716	Milne RL	10/23/2017	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29058716	Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.	Breast cancer	"14,135 European ancestry ER- cases, 58,126 European ancestry controls, 7,784 European ancestry  BRCA1 carrrier cases, 7,782 European ancestry BRCA1 carrrier controls"	"7,333 European ancestry ER- cases, 42,468 European ancestry controls, 1,630 European ancestry BRCA1 carrrier cases, 1,712 European ancestry BRCA1 carrrier controls"	6q23.1	6	130027974	L3MBTL3	L3MBTL3			ENSG00000198945			rs6569648-T	rs6569648	0	6569648	intron_variant	0	0.77	8E-10	9.096910013008056		1.0752687	[1.05-1.11] (BCAC)	Illumina [~ 11500000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST005077	Genome-wide genotyping array				
12/19/2017	29058716	Milne RL	10/23/2017	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29058716	Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.	Breast cancer	"14,135 European ancestry ER- cases, 58,126 European ancestry controls, 7,784 European ancestry  BRCA1 carrrier cases, 7,782 European ancestry BRCA1 carrrier controls"	"7,333 European ancestry ER- cases, 42,468 European ancestry controls, 1,630 European ancestry BRCA1 carrrier cases, 1,712 European ancestry BRCA1 carrrier controls"	11q22.3	11	108474789	KDELC2	POGLUT3			ENSG00000178202			rs11374964-G	rs11374964	0	11374964	3_prime_UTR_variant	0	0.58	4E-13	12.397940008672037		1.0638298	[1.04-1.09] (BCAC)	Illumina [~ 11500000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST005077	Genome-wide genotyping array				
12/19/2017	29058716	Milne RL	10/23/2017	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29058716	Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.	Breast cancer	"14,135 European ancestry ER- cases, 58,126 European ancestry controls, 7,784 European ancestry  BRCA1 carrrier cases, 7,782 European ancestry BRCA1 carrrier controls"	"7,333 European ancestry ER- cases, 42,468 European ancestry controls, 1,630 European ancestry BRCA1 carrrier cases, 1,712 European ancestry BRCA1 carrrier controls"	18q12.1	18	27821241	CDH2	PA2G4P3 - CDH2	ENSG00000263405	ENSG00000170558		367584	111638	rs36194942-A	rs36194942	0	36194942	intergenic_variant	1	0.7	1E-8	8		1.0638298	[1.04-1.1] (BCAC)	Illumina [~ 11500000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST005077	Genome-wide genotyping array				
